,latitude,longitude,guncertain1,country,related,ishostkid,success
309,40.697132,-73.931351,0.0,217.0,,0.0,1
310,33.882923,-117.92910400000001,0.0,217.0,,0.0,1
311,-34.61768,-58.444435,0.0,11.0,,1.0,1
312,-34.891151,-56.187214000000004,0.0,218.0,,1.0,1
313,37.791927,-122.22590600000001,1.0,217.0,,0.0,0
314,32.715695000000004,-117.16171899999999,0.0,217.0,,0.0,1
315,40.697132,-73.931351,0.0,217.0,,0.0,1
316,,,0.0,11.0,,0.0,1
317,11.586558,122.753716,0.0,160.0,,0.0,1
318,30.443334999999998,-91.186994,0.0,217.0,,0.0,1
319,41.524935,-88.084594,0.0,217.0,,0.0,0
320,45.511795,-122.675629,0.0,217.0,,0.0,1
321,37.791927,-122.22590600000001,1.0,217.0,,0.0,1
322,34.097865999999996,-118.407379,0.0,217.0,,0.0,1
323,14.67428,121.05749499999999,0.0,160.0,,0.0,1
324,52.50153,13.401851,0.0,362.0,,0.0,1
325,52.50153,13.401851,0.0,362.0,,0.0,1
326,40.697132,-73.931351,0.0,217.0,,0.0,1
327,37.874043,-122.280022,1.0,217.0,,0.0,0
328,31.950001,35.933331,0.0,102.0,,0.0,0
329,31.950001,35.933331,0.0,102.0,,1.0,1
330,33.96307,-118.232573,1.0,217.0,,0.0,1
331,41.842602,-87.681229,0.0,217.0,,0.0,1
332,37.791927,-122.22590600000001,0.0,217.0,,0.0,1
333,10.063506,-69.334722,0.0,222.0,,1.0,1
334,35.724533,51.405190000000005,0.0,94.0,,0.0,1
335,40.697132,-73.931351,0.0,217.0,,0.0,1
336,31.950001,35.933331,0.0,102.0,"197006090004, 197006090005",1.0,1
337,31.950001,35.933331,0.0,102.0,"197006090004, 197006090005",1.0,1
338,40.946915000000004,-90.364659,0.0,217.0,,0.0,1
339,40.731970000000004,-74.174184,0.0,217.0,,0.0,0
340,31.950001,35.933331,0.0,102.0,,0.0,1
341,-22.908278,-43.197026,0.0,30.0,,1.0,1
342,35.724533,51.405190000000005,0.0,94.0,,0.0,1
343,41.260675,-95.940469,1.0,217.0,,0.0,1
344,-34.891151,-56.187214000000004,0.0,218.0,,0.0,1
345,37.005322,-89.176156,0.0,217.0,,0.0,0
346,37.005105,-89.17626899999999,0.0,217.0,,0.0,1
347,41.579662,-93.62150600000001,1.0,217.0,,0.0,1
348,39.176086,-94.574127,0.0,217.0,,0.0,1
349,52.50153,13.401851,0.0,362.0,,0.0,1
350,52.50153,13.401851,0.0,362.0,,0.0,1
351,33.887157,-118.410843,1.0,217.0,,0.0,1
352,37.831455,-122.285164,1.0,217.0,,0.0,1
353,40.697132,-73.931351,0.0,217.0,,0.0,1
354,40.697132,-73.931351,1.0,217.0,,0.0,1
355,37.874043,-122.280022,0.0,217.0,,0.0,1
356,37.874043,-122.280022,0.0,217.0,,0.0,1
357,41.842602,-87.681229,0.0,217.0,,0.0,1
358,37.755363,-122.443352,0.0,217.0,,0.0,1
359,41.579662,-93.62150600000001,1.0,217.0,,0.0,0
360,52.50153,13.401851,0.0,362.0,,0.0,1
